18.334,-66.1773
37.7119,-97.2376
37.7269,-97.2135
37.7145,-97.2215
37.6988,-97.2305
36.1933327,-120.7710037
19.2241668701172,-155.372497558594
38.1577,-118.0977
38.1563,-118.1007
37.6985,-97.2458
17.884,-66.903
17.918,-66.856
19.6376,-67.0578
-44.691,-80.8368
62.1718,-148.0923
18.1241,-66.7596
52.769,-168.2995
17.959,-66.995
-56.3829,-26.9608
20.9077,122.1485
38.1002,16.0143
-28.8306,-72.6265
17.8908,-65.6591
45.5848,-112.5037
17.9518,-66.748
1.4226,-79.4577
17.9293,-66.9105
52.1132,-173.841
38.1652,-117.8593
27.6801,130.1276
-20.9502,-178.1825
8.5846,-70.5573
32.0268,141.6995
19.369,-155.089
44.3766,-115.4535
-67.3026,17,2.86
19.1565,-155.512833333333
18.156,-67.3171
40.0957,19.8724
17.931,-66.8526
54.6984,-159.8277
61.464,-150.8057
19.3545,-155.203666666667
36.6068344,-121.2106705
18.2181,-64.8441
59.3566,-152.8121
19.3485,-155.035
